05PRI000002,05LOB000002,0
05PRI000003,05LOB000003,2500
05PRI000003,05LOB000143,871250
05PRI000004,05LOB000004,2202095
05PRI000004,05LOB000005,941047
05PRI000004,05LOB000007,941047
05PRI000004,05LOB000008,563285
05PRI000004,05LOB000092,941047
05PRI000005,05LOB000009,12000
05PRI000008,05LOB000011,340000
05PRI000009,05LOB000011,0
05PRI000010,05LOB000007,6953171
05PRI000010,05LOB000013,146857
05PRI000010,05LOB000344,6793796
05PRI000011,05LOB000014,27000
05PRI000012,05LOB000014,0
05PRI000013,05LOB000014,11120
05PRI000014,05LOB000195,169651
05PRI000014,05LOB000302,1086540
05PRI000014,05LOB000355,477620
05PRI000016,05LOB000017,0
05PRI000017,05LOB000008,4333793
05PRI000017,05LOB000018,3115034
05PRI000017,06LOB000383,127705
05PRI000018,05LOB000008,60000
05PRI000019,05LOB000005,241730
05PRI000019,05LOB000008,200000
05PRI000020,05LOB000008,0
05PRI000020,05LOB000245,840000
05PRI000021,05LOB000008,6356955
05PRI000021,07LOB000467,461319
05PRI000022,05LOB000008,6582186
05PRI000023,05LOB000008,4020000
05PRI000024,05LOB000008,17317616
05PRI000024,05LOB000076,4013338
05PRI000024,05LOB000139,4013338
05PRI000024,08LOB000561,4049390
05PRI000025,05LOB000008,9276691
05PRI000025,05LOB000241,6861389
05PRI000025,06LOB000377,8639006
05PRI000026,05LOB000008,1893700
05PRI000027,05LOB000008,425600
05PRI000028,05LOB000019,1331880
05PRI000028,08LOB000531,264000
05PRI000029,05LOB000020,0
05PRI000029,06LOB000370,1472058
05PRI000029,07LOB000445,245824
05PRI000029,07LOB000518,245824
05PRI000029,07LOB000521,245824
05PRI000029,08LOB000555,25775
05PRI000029,08LOB000556,245824
05PRI000029,08LOB000570,95258
05PRI000029,08LOB000571,245824
05PRI000029,09LOB000624,89196
05PRI000029,09LOB000625,62953
05PRI000029,09LOB000626,62953
05PRI000030,05LOB000013,547460
05PRI000031,05LOB000024,0
05PRI000032,05LOB000025,58124
05PRI000032,07LOB000514,14531
05PRI000033,05LOB000026,17500
05PRI000033,05LOB000202,1866546
05PRI000033,05LOB000241,84420
05PRI000033,06LOB000430,1117273
05PRI000034,05LOB000028,345702
05PRI000034,05LOB000029,345702
05PRI000034,05LOB000030,4773
05PRI000035,05LOB000031,0
05PRI000036,05LOB000032,0
05PRI000037,05LOB000033,11671554
05PRI000037,05LOB000034,3735279
05PRI000037,05LOB000068,11187213
05PRI000037,05LOB000109,20500
05PRI000038,05LOB000035,1328000
05PRI000039,05LOB000001,1588000
05PRI000039,05LOB000036,1158150
05PRI000039,05LOB000037,1158150
05PRI000040,05LOB000005,441660
05PRI000040,05LOB000076,549000
05PRI000040,05LOB000153,2128747
05PRI000041,05LOB000252,9000
05PRI000041,06LOB000368,250000
05PRI000042,05LOB000007,1555356
05PRI000043,05LOB000004,3357200
05PRI000043,05LOB000043,3970001
05PRI000043,05LOB000164,4398751
05PRI000043,05LOB000333,94825
05PRI000043,07LOB000517,3357200
05PRI000044,05LOB000019,0
05PRI000044,05LOB000227,5000
05PRI000045,05LOB000005,3006489
05PRI000046,05LOB000003,5298855
05PRI000046,05LOB000005,167608
05PRI000046,06LOB000384,8571965
05PRI000047,05LOB000098,60858071
05PRI000047,05LOB000186,60858071
05PRI000048,05LOB000007,3225383
05PRI000049,05LOB000003,1612891
05PRI000049,05LOB000169,3246767
05PRI000050,05LOB000085,0
05PRI000050,06LOB000437,0
05PRI000051,05LOB000164,4935800
05PRI000051,11LOB000727,2000
05PRI000052,05LOB000164,9765000
05PRI000052,05LOB000291,4800000
05PRI000053,05LOB000176,358400
05PRI000053,05LOB000289,38400
05PRI000053,05LOB000314,358400
05PRI000054,05LOB000036,361200
05PRI000054,05LOB000037,374100
05PRI000054,05LOB000341,306800
05PRI000055,05LOB000092,1214850
05PRI000055,05LOB000164,1754285
05PRI000056,05LOB000004,12436557
05PRI000057,05LOB000210,75655
05PRI000057,05LOB000213,8923
05PRI000057,06LOB000369,17582
05PRI000057,06LOB000411,57007
05PRI000057,07LOB000508,438788
05PRI000058,05LOB000005,15130440
05PRI000058,05LOB000050,1132274
05PRI000058,05LOB000055,0
05PRI000058,05LOB000182,578116
05PRI000058,05LOB000311,1154207
05PRI000058,07LOB000487,7568125
05PRI000059,05LOB000092,1588600
05PRI000060,05LOB000007,5247940
05PRI000061,05LOB000037,483000
05PRI000062,05LOB000252,32000
05PRI000062,06LOB000368,119000
05PRI000062,07LOB000507,68800
05PRI000063,05LOB000324,0
05PRI000064,05LOB000005,7284516
05PRI000065,05LOB000037,112000
05PRI000066,05LOB000037,768000
05PRI000066,06LOB000368,20000
05PRI000067,05LOB000007,1942657
05PRI000068,05LOB000052,21644236
05PRI000068,05LOB000124,3062218
05PRI000068,05LOB000277,301585
05PRI000068,05LOB000290,1438308
05PRI000068,08LOB000530,8393213
05PRI000069,05LOB000321,5882415
05PRI000070,05LOB000203,673668
05PRI000071,05LOB000076,694930
05PRI000072,05LOB000003,6565833
05PRI000073,05LOB000115,81566
05PRI000074,05LOB000008,8443050
05PRI000074,05LOB000235,10275544
05PRI000075,05LOB000134,0
05PRI000075,07LOB000476,0
05PRI000075,07LOB000516,0
05PRI000076,05LOB000007,5797974
05PRI000076,05LOB000163,12631
05PRI000077,05LOB000208,4751530
05PRI000078,05LOB000013,0
05PRI000078,05LOB000167,0
05PRI000078,05LOB000245,0
05PRI000078,06LOB000378,0
05PRI000078,09LOB000613,0
05PRI000079,05LOB000003,1735836
05PRI000079,05LOB000007,3795172
05PRI000079,05LOB000128,10304366
05PRI000079,07LOB000467,5315077
05PRI000080,05LOB000114,16384
05PRI000080,05LOB000365,64115
05PRI000081,05LOB000005,9728795
05PRI000081,05LOB000124,761559
05PRI000081,05LOB000142,937754
05PRI000081,05LOB000206,714450
05PRI000081,06LOB000436,3910599
05PRI000081,11LOB000715,88875
05PRI000082,05LOB000196,197019
05PRI000083,05LOB000092,7756539
05PRI000083,05LOB000280,1777767
05PRI000084,05LOB000146,39675
05PRI000084,05LOB000160,38200
05PRI000084,10LOB000640,14980
05PRI000085,05LOB000211,8780800
05PRI000085,05LOB000240,8780800
05PRI000086,05LOB000008,11921262
05PRI000086,05LOB000068,11921262
05PRI000086,05LOB000076,3298396
05PRI000086,05LOB000145,11171502
05PRI000086,08LOB000561,61000
05PRI000087,05LOB000140,61815
05PRI000087,05LOB000232,111912
